Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,120 sq.m.,2,7,2,No Renovation,450 sq.m.,Aragatsotn › Ashtarak,"$52,000",USD,Аштарак гюх. Сасуник,Nov-25-2022_00-25,,,,,,https://list.am/en/item/18000209,,,,,,
House,Stone,301 sq.m.,2,6,2,Partial Renovation,625 sq.m.,Aragatsotn › Ashtarak,"$95,000",USD,"Good condition, 3 bedrooms, 2 bathrooms, fireplace, parquet, mosaic windows, gas, water, water heater, sewer, fruit trees / walnut, peach, apricot, almond /, 2 large deer, small swimming pool, garage and basement under the house, tonratun, fenced: 2 m high ․,code 6412:Translated from Armenian",Nov-25-2022_00-25,Available,Not available,,,,https://list.am/en/item/17644428,,,,,,
House,Stone,220 sq.m.,2,4,1,Major Renovation,340 sq.m.,"Ashtarak highway, Yerevan","$135,000",USD,"Near Caucasus restaurant complex,1st floor renovated, the attic is divided by the walls, 1 bathroom, gas, water, sewerage, two under stone,code 13206:Translated from Armenian",Nov-25-2022_00-25,Available,Not available,,,,https://list.am/en/item/17739091,,,,,,
House,Stone,137 sq.m.,2,5,2,Partial Renovation,500 sq.m.,Aragatsotn › Parpi,"$30,000",USD,"The roof is tiled and flat, European windows, iron door, open balcony, 3 gas points, beautiful view, 4 newly planted cherry trees, 4 productive walnut trees,Code: 12787Translated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/17771904,,,,,,
House,Stone,1000 sq.m.,2,8+,2,Major Renovation,1000 sq.m.,"Tigran Mets Street, Ashtarak","$190,000",USD,"Վայրը` Արագածոտն (Օշական)Նախագիծը` ՔարեՄակերես` 1000/460 քմՆորոգումը` ԿապիտալՋեռուցումը` ԿենտրոնացվածԳազ` ԱյոՄշտական ջուր` ԱյոՎաճառվում է երկհարկանի առանձնատուն Օշականում: Առանձնատունը կապիտալ վերանորոգված է, անցկացված է կենտրոնացված ջեռուցում, գորգ մանրահատակ: Յուրաքանչյուր հարկի մակերեսը 180ք/մ է: Ունի երկկողմանի ջրամատակարարում, պտղատու այգի, լողավազան, նկուղ 180ք/մ մակերեսով: Գինը նախնական է: Հնարավոր է փոխանակում մեքենայի կամ բնակարանի հետ: Չէ, հնարավոր է փոխանակում Երևանում բնակարանի հետ",Nov-25-2022_00-25,By agreement,1 spot,,,,https://list.am/en/item/15911165,,,,,,
House,Stone,140 sq.m.,2,2,1,Cosmetic Renovation,600 sq.m.,Aragatsotn › Parpi,"$52,000",USD,"A two-story stone house with a 530 sq/m garden for sale or exchange with a 1-room apartment in Yerevan; On the first floor there are 2 large rooms with a ceiling height of 3m. The apartment has an open view in the direction of Mount Masis, is equipped with all utilities, constant water, gas, drinking water is free. The house is located in the central part of the village, the hospital and the kindergarten are located nearby. There is a parking space in the yard.Translated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/16954869,,,,,,
Country House,Stone,100 sq.m.,3,8+,1,Partial Renovation,500 sq.m.,Aragatsotn › Aparan,"$15,000",USD,"A country house is for sale in the Ara mountain country house district without an intermediary. It is located 45 km from Yerevan, a 30-minute drive. The summer house is located in the Aparan region, on the slopes of Mount Ara, in the lap of wonderful nature. Above is the forest, below is the Kazakh river flowing in the valley, opposite is Aragats mountain. The total area of the land is 500m2. A three-story private house has been built. There is a basement on the 1st floor. 2nd floor living room, entrance kitchen, hallway, living room. The 3rd floor is an attic (mansarda), which, if improved, can be used to build bedrooms. Provided with electricity and drinking water. It has a garden with fruit trees.Will negotiate to real buyerTranslated from Armenian",Nov-25-2022_00-25,By agreement,2 spots,,,,https://list.am/en/item/16342448,,,,,,
House,Monolith,360 sq.m.,3,5,3+,Major Renovation,,Aragatsotn › Ashtarak,"$450,000",USD,"A private house is for sale in Mughni community with a total land area of 600 m. The house has constant hot and cold water, gas, light, the floor is heated and has a heating system. The house is 2-storey (its own floor is 100m), one floor is basement (70m), on the 1st floor there is one bedroom, kitchen, bathroom toilet and living room, on the 2nd floor there are 2 small and 1 large bedrooms, 2 bathrooms toilet, one storage room, basement The floor is not repaired. The area of the land is 600 m, on which there are 18 fruit trees, different types of flowers and plants. The house is monitored by video cameras, has a security system.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/11919380,,,,,,
House,Stone,100 sq.m.,1,3,1,Major Renovation,600 sq.m.,Aragatsotn › Ohanavan,"$72,000",USD,"1-storey house is located in a very quiet place in Ohanavan new district, 1200 square meters. M.Gasification near the road, water supply, possible exchange with a car urgently.Translated from Armenian",Nov-25-2022_00-25,Available,Not available,,,,https://list.am/en/item/18245627,,,,,,
House,Stone,140 sq.m.,2,4,2,Major Renovation,950 sq.m.,Aragatsotn › Ashtarak,"$85,000",USD,"A two-storey private house is for sale in Ashtarak. In Smbat Zoravar street.1st floor capitally renovated and not inhabited yetThe second floor needs partial renovation.It has a large garden with different fruit trees.If you have any questions, call.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17884768,,,,,,
House,Stone,300 sq.m.,1,3,1,Partial Renovation,4000 sq.m.,Aragatsotn › Oshakan,"$125,000",USD,"A small house for sale in Oshakan, with a fruit garden, about 50 meters from the front, suitable for business, a recreation area, a plot of land, going down to the river, for all questions, call, negotiable, there is also a bakery.Code 001187Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18238554,,,,,,
House,Stone,143 sq.m.,2,4,1,Partial Renovation,800 sq.m.,Aragatsotn › Byurakan,"$55,000",USD,"Urgently for sale cozy private house miracle in Byurakan 800 sq. M. Garden, 143 sq. M. Residential ․ There are utility conditions ․ Has 2 bedrooms, living room, bathroom, kitchen, large open balcony, basement, beautiful garden, garage ․ Comfortable and permanent residence նպատակով for commercial purposes ․Call real buyers ․ For sale with property ․ Near the road ․Price is negotiable ․Code 2248Translated from Armenian",Nov-25-2022_00-25,Not available,1 spot,,,,https://list.am/en/item/17746625,,,,,,
House,Stone,260 sq.m.,2,6,2,Partial Renovation,750 sq.m.,Aragatsotn › Ashtarak,"$82,000",USD,"Ashtarak, Tandzanoz districtTwo-story stone house.Windows: Replaced, European windows.Entrance door: Iron.The roof: Tin.1st floor: 2 rooms2nd floor, 4 roomsFenced, fruit garden, basement 2 bathrooms, open balcony, natural gas, second floor tiled, floor: Tiled, bathroom tiled, bedrooms: Built-in wardrobe.Parking for two cars.There is a septic tank in the garden.Translated from Armenian",Nov-25-2022_00-25,Not available,1 spot,,,,https://list.am/en/item/18143404,,,,,,
House,Stone,100 sq.m.,1,4,1,No Renovation,,Aragatsotn › Oshakan,"$50,000",USD,Private house with 9000 m garden next to itTranslated from Armenian,Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/15519876,,,,,,
House,Stone,250 sq.m.,1,4,1,No Renovation,,Aragatsotn › Oshakan,"$27,000",USD,Private house in Oshakan next to the churchTranslated from Armenian,Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/15518533,,,,,,
Country House,Stone,475 sq.m.,1,3,1,Partial Renovation,400 sq.m.,Aragatsotn › Agarak,"$38,000",USD,"Summer house on the farmFruit trees: Cherry, quince, oak, peach, grapeIn the center of the villageCall the viber numberAlso available for rentTranslated from Armenian",Nov-25-2022_00-25,Available,3 or more spots,"BArbecue oven, alarm system",,"ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/17555024,,,,,,
House,Stone,760 sq.m.,2,8+,2,Old Renovation,450 sq.m.,"Yerevanyan St 23, Ashtarak","$100,000",USD,"Two-storey private house for sale in Ashtarak, with its land, good young fruit trees, can be exchanged for an additional feeAshtarak city, St. Sargis street house 8, on the way down to Arik Rest Resort, negotiable. It is for rent.Translated from Armenian",Nov-25-2022_00-25,By agreement,Not available,,,,https://list.am/en/item/16145764,,,,,,
Country House,Stone,170 sq.m.,1,4,1,Euro Renovation,,Aragatsotn › Ushi,"$300,000",USD,"Продается двухэтажный частный дом на 6-м км Аштарак-Апаранского шоссе (15 минут от 15 микрорайона) Есть фруктовый сад (абрикосовый, персиковый, яблоневый, вишневый и др.) Он огорожен туфовым камнем. Есть беседка на 30 человек, мангал, тонир и плед для парковки. Существующий подвал со всей площадью дома արան холодильник в подвале.Дом обеспечен постоянной водой, природным газом, электричеством и поливной водой.",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17601353,,,,,,
House,Stone,223 sq.m.,1,4,1,Major Renovation,6000 sq.m.,Aragatsotn › Karbi,"$300,000",USD,"A two-storey private house is for sale on the 6th km of Ashtarak Aparan highway (15 minutes from 15 districts) There is an orchard (apricot, peach, apple, cherry, etc.) It is fenced with tuff stone. Has besedka for 30 people, barbecue, tonir and blanket for parking. Existing basement with the whole area of the house արան refrigerator in the basement.The house is provided with constant water, natural gas, electricity and irrigation water.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17455165,,,,,,
House,Stone,400 sq.m.,2,8+,1,No Renovation,1100 sq.m.,Aragatsotn › Voskevaz,"$60,000",USD,"Newly built, unfurnished, no windowsTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17090950,,,,,,
House,Stone,280 sq.m.,2,7,2,Designer Renovation,1400 sq.m.,Aragatsotn › Ohanavan,"60,000,000 ֏",AMD,"Private house for sale in Ohanavan. Total area 1700 square meters, living area: 280 square meters. The private house has 5 bedrooms, 2 spacious living rooms, 2 bathrooms, basement. The entrance door of the mansion is iron, the windows are euro, the interroom doors are euro and wooden, the hall is presgranite, the bedrooms are laminated, the bathrooms are tiled. Car garage for 2 cars, open balcony, well-kept yard, fenced orchard. It has permanent heating/ cold water, gasification, and a solar water heater is installed on the roof.I will listen to the exchange at an additional cost from youCall for detailsTranslated from Armenian",Nov-25-2022_00-25,Available,2 spots,,,,https://list.am/en/item/18257692,,,,,,
House,Stone,50 sq.m.,4+,1,1,Partial Renovation,20 sq.m.,"Khanjyan St, Talin","$10,500",USD,Mek senyak darcrac 2,Nov-25-2022_00-25,Not available,1 spot,,,,https://list.am/en/item/16478013,,,,,,
Country House,Monolith,548 sq.m.,2,4,3+,Major Renovation,1800 sq.m.,"Vahagni street, Yerevan","$990,000",USD,"Address: Vahagn District.2-storey Luxurious and Unique House for sale in Vahagn District. With a large plot of land.===== (2 floors, 4 rooms, 5 bathrooms, residential 548 sq / m) =====The house has all the necessary utilities:• Constant hot and cold water,• Gas, gas boiler,• Iron door,• Open balcony, Swimming pool,• Parking ․===== Price: $ 810,000 =====Dear Customer, You can contact us at:Viber, WhatsApp // Arthur:Instagram. Rent_house_yerevan:Facebook. Rent_house_yerevan:Code VVG224Translated from Armenian",Nov-25-2022_00-25,Available,2 spots,"SWimming pool, barbecue oven, gazebo","AIr conditioner, fridge, stove, dishwasher, washing machine","ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/14719078,,,,,,
Country House,Stone,332 sq.m.,3,3,3+,Partial Renovation,540 sq.m.,Aragatsotn › Mughni,"$110,000",USD,"Only the first floor is renovated. It is provided with communal facilities (gas, electricity, water) Negotiable. Call for questions.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17378812,,,,,,
Country House,Stone,600 sq.m.,1,1,1,No Renovation,600 sq.m.,Aragatsotn › Shamiram,"$4,000",USD,"Empty plot of land for sale in Ashtarak, village Shamiram, area 600 square meters, you can use it for construction purposes, whatever you want, there is no house, it is an empty plot, you can build a houseTranslated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/18308775,,,,,,
House,Stone,625 sq.m.,1,5,1,Cosmetic Renovation,425 sq.m.,Aragatsotn › Ashtarak,"$90,000",USD,"Kitchens: 1, bathrooms: 2 combined, bedrooms: 3, total 6 rooms, storage room: 1, balconies: Open-closed, type of building: Stone, condition: Fully renovated, windows: Moscow windows, pipes: New, electric wires: New, tiles -tile: New European, external door: Iron, permanent water, electricity, individual heating system, garage. The roof is made of tin.3 bedrooms, 2 bathrooms, good condition, fireplace, parquet, mosaic windows, gas, water, water heater, sewer, fruit trees / walnut, peach, apricot, almond /, small pool barbecue, fenced: 2 m high, 2 large trees# 2 rooms # 3 rooms # 1 room # 4 rooms # 5 rooms # 6 rooms # 7 rooms# apartment # private house # own house# sale # apartment # house # Ashtarak # very urgent# Area # For Sale # Rent # Center # Yerevan # Armenia # Agency # Real Estate # Home # Apartment # Renovated # Clean condition # Apartments # Luxuryhouse # Penthouse # Real Estate Estates # Realtor # Broker # DreamHome # DreamHouseCode 06412Translated from Armenian",Nov-25-2022_00-25,By agreement,1 spot,,,,https://list.am/en/item/11576177,,,,,,
House,Stone,250 sq.m.,3,8+,2,Partial Renovation,600 sq.m.,"Մուղնի գյուղ 111, Աշտարակ","$150,000",USD,Two-story private houseTranslated from Armenian,Nov-25-2022_00-25,,,,,,https://list.am/en/item/17234044,,,,,,
House,Stone,130 sq.m.,1,3,1,No Renovation,750 sq.m.,Aragatsotn › Mughni,"$90,000",USD,"K-20493Վաճառվում է 1 հարկանի 3 սենյականոց առանձնատուն Մուղնիում։ Առանձնատունը զրոյական վիճակում է, առաջին գիծ։ Սանհանգույցը՝ համակցված։ Ունի քարե պարիսպ, այգի՝ պտղատու ծառերով, բարեկարգ բակ, բուխարի, ամառային խոհանոց, մշտական ջուր։ Ազատ հողը՝ 550քմ։ Հողի ճակատի երկարությունը՝ 19մ, շենքի ճակատի երկարությունը՝ 16մ։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Mughni. The rooms' quantity is 3. The house is in the zero condition and is stationed in the 1st line. The bathroom is combined. It has a stone fence, garden with fruitful trees, nice yard, fireplace, summer kitchen and is supplied with constant water. The free land is 550sq. M. The length of the forehead of the land is 19m, the length of the forehead of the house is 16m.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16537393,,,,,,
House,Stone,540 sq.m.,3,8+,3+,No Renovation,1200 sq.m.,Aragatsotn › Parpi,"$80,000",USD,"3-storey stone building, each floor is 160 m2. The whole land is 1200m2, it is fenced. Water/gas/electricity availableit is possible to exchange with an apartment in YEREVANTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18283304,,,,,,
House,Stone,1000 sq.m.,2,6,2,Major Renovation,300 sq.m.,"Spandaryan Street, Talin","$83,000",USD,"1000 sq. Total area, of which 300 sq. Residential. Two-story, completely renovated, there is a heating system (baxi), water, gas, electricity (three-phase), a garage, a cowshed (60 square meters), a greenhouse (200 square meters), a garden with fruit trees. For sale both with and without property. Also in installments. NegotiableTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17819161,,,,,,
House,Stone,226 sq.m.,2,5,1,Partial Renovation,800 sq.m.,Aragatsotn › Ohanavan,"$85,000",USD,"A summer house is for sale in Ohanavan village. The summer house is two-storey with 2 separate entrances. It has a spacious yard. For details, call the indicated phone number.Translated from Armenian",Nov-25-2022_00-25,By agreement,2 spots,,,,https://list.am/en/item/17452569,,,,,,
House,Monolith,75 sq.m.,1,3,1,Major Renovation,500 sq.m.,Aragatsotn › Ashtarak,"$70,000",USD,"Plots of land and a private house are for sale in Eko garden Ashtarak private complex on Parpi Road from Ashtarak, 15 minutes by car from Yerevan.The cost of 1 square meter of land is $30. It is possible to buy at least 500 square meters, the price is 15,000. The area of the apartments is 75 square meters and 125 square meters. Let's take the small private house in capital renovated condition: $55,000. Land area of 500 square meters and a house with an area of 75 square meters, only $70,000.It is possible to build houses according to one's own design, but in accordance with the general architecture of the complexWithin 4 months from the moment of purchase, your private house will be fully renovated with all utilities.The price of one house with 75 square meters of land and 500 square meters of land is $75,000.For details, you can call the indicated phone number and the same numberwhatsapp (+ 374)viber (+ 374)Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18362473,,,,,,
House,Stone,800 sq.m.,2,7,2,Partial Renovation,1000 sq.m.,Aragatsotn › Aragatsotn,"$85,000",USD,"For sale: Two-storey detached house in Aruch village, Aragatsotni region, with all utilities.Available: One hectare of land near the houseAvailable: 1.5 hectares of arable landWith fruit treesThe area of the apartment is 800 square metersWarehouses availablewith a beautiful viewTranslated from Armenian",Nov-25-2022_00-25,,1 spot,,,,https://list.am/en/item/18173569,,,,,,
Country House,Stone,229 sq.m.,1,3,1,Old Renovation,1400 sq.m.,"Բազմաղբյուրի ձոր ճանապարհ, Փարպի","$52,000",USD,Residential house in the village of ParpiTranslated from Armenian,Nov-25-2022_00-25,,,,,,https://list.am/en/item/14352869,,,,,,
House,Stone,220 sq.m.,2,6,2,Cosmetic Renovation,1400 sq.m.,Aragatsotn › Parpi,"$160,000",USD,"The house is located 20 / km from Yerevan. At a distance of 15 minutes by car, there is a bakery 40 sq. M. In summer it is provided as a place of rest for daily rent, it is possible for rent.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17599694,,,,,,
Country House,Stone,100 sq.m.,2,4,1,Cosmetic Renovation,,"1st street, Dzoraglukh","$26,000",USD,"A two-storey house is for sale in Dzoraglukh village of Aparan, 1300 sq. M. Մ. Land, 100 sq. M. Մ. The total area of the house is 4 rooms, it has light, water, we also have privatized lands, 1 h. 7000 sq. M. M, of which 2000 sq. M. Near the house. Call for details.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/13470636,,,,,,
House,Stone,250 sq.m.,2,5,2,Major Renovation,800 sq.m.,"Grigor Lusavorich street 5, Mughni","$150,000",USD,"Urgent two-storey private house for sale in Mughni gorge, a wonderful place, a house can be exchanged with a car for an additional feeTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16298358,,,,,,
House,Stone,150 sq.m.,2,3,1,No Renovation,500 sq.m.,Aragatsotn › Aparan,"$14,000",USD,"Urgent house for sale in Ara Mountain (Yernjatapum), a wonderful place for rest near the forest, no water or light problemTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16274273,,,,,,
House,Stone,55 sq.m.,1,2,1,No Renovation,1240 sq.m.,"Ամատունի փողոց 9, Օշական","$35,000",USD,"Own house for sale in Ashtarak, village Oshakan, not far from the main road, 1 floorstone building of 55 sq. M. Also has the possibility to add, all utilities are nearby. 1240 square meters of land, fruit trees urgentlyTranslated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/17986734,,,,,,
House,Stone,200 sq.m.,2,5,1,Partial Renovation,3000 sq.m.,Aragatsotn › Agarak,"$60,000",USD,"It is in normal condition, without bathroom. Bathroom 2 bedrooms on the ground floor, basement, gas, water, at the back of the houseTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16564691,,,,,,
Country House,Stone,100 sq.m.,1,3,3+,No Renovation,1200 sq.m.,Aragatsotn › Byurakan,"$37,000",USD,"1200 sq. M. On the edge of Orgov gorge. Permanent drinking water for irrigation, electricity, gas, sewer hole, fence, 100 fruit trees, the first floor walls are lined, the building is intended for a guest house, but can also become a private house. Various construction works have been done. 10 m away from the main road. There are various building materials. URGENTNegotiable:Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16951171,,,,,,
House,Stone,1130 sq.m.,1,4,2,Euro Renovation,,Aragatsotn › Mughni,"$125,000",USD,"Realty Consult ID` Y 917:• A private house is for sale.• Aragatsotn, village Mughni, near the church.• The land is 1130 square meters.• Residential building 288 sq. M., 2 floors + basement, attic, stone, ceiling: 3.0 m.There is a refrigerator built into the basement• PRICE: $ 125,000.• The house has 4 living rooms and 2 bathrooms.• The house is equipped with the following communications and systems: Water, sewerage, electricity, gas, heating.• The land is flat, fenced, improved, high quality gate is installed at the entrance. There is an orchard in the area, a tiled yard, recreation areas are organized.There is a refrigerator for fruit storage.• Technical condition of the building. The building is built in accordance with modern standards, equipped with modern engineering networks, systems and communications.• Entrance doors with high quality wood veneer, interior doors with quality wood, windows with high quality metal-plastic.The interior of the house is in good condition, made with quality building materials and finishing elements.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/14688271,,,,,,
House,Stone,301 sq.m.,2,6,1,Old Renovation,640 sq.m.,Aragatsotn › Ashtarak,"$85,000",USD,"Realty Consult ID` Y 1009Վաճառվում է առանձնատունԱշտարակ, Րաֆֆու փողոցՀողամասը՝ 640 քմԲնակելի շինություն 301 քմ, 2 հարկ + նկուղ, քարե, առաստաղ՝ 3,0 մԳԻՆԸ՝ 85 000$Առանձնատունը ներառում է օժանդակ շինություն ընդհանուր 16.6 քմԱռանձնատունը ունի 6 բնակելի սենյակներԱռանձնատունը համալրված է հետևյալ կոմունիկացիաներով և համակարգերով՝ ջուր, կոյուղի, էլեկտրականություն և գազՀողամասը հարթ է և պարսպապատ: Տարածքում առկա է պտղատու այգի և լողավազանԱռանձնատան ներքին հարդարանքը ընդհանուր լավ պահպանված հնաոճ նորոգում է, ենթակա է նորոգման_Realty Consult ID` Y 1009Продается жилой дом.Аштарак, ул. РаффиЗемельный участок 640 кв. МЖилая площадь 301 кв. М, 2 этаж + подвал, каменный, высота потока 3 м.ЦЕНА: 85 000$Дополнительные строения общей площадью 16.6 кв. МКоличество жилых комнат 6Дом подключен к необходимым коммуникациям: Вода, газ, электричество, канализацияЗемельный участок ровный и огражденВнутренняя отделка, в целом, сохранена, хорошо сохранившийся старый ремонт_Realty Consult ID` Y 1009Sale a house.Ashtarak, Raffi streetArea lot 640 sq. MStone residential building 301sq. M, 2 floors + cellar, ceiling3.0 m.Price 85 000$The house has extra constructions overall 16.6sq. MThe house has 6 roomsThe house has the all communications` Water, sewer and gazThe area is flat and fenced. There is an orchard and a swimming pool in the areaThe interior of the house is some renovated, the main part needs remodeling.",Nov-25-2022_00-25,By agreement,1 spot,,,,https://list.am/en/item/17752633,,,,,,
House,Stone,468 sq.m.,3,5,1,Partial Renovation,1900 sq.m.,Aragatsotn › Aruch,"$40,000",USD,Call for details Very sturdy structure with all amenitiesTranslated from Armenian,Nov-25-2022_00-25,By agreement,1 spot,,,,https://list.am/en/item/17043254,,,,,,
House,Stone,161 sq.m.,2,3,1,Euro Renovation,2000 sq.m.,Aragatsotn › Ghazaravan,"$80,000",USD,Call for detailsTranslated from Armenian,Nov-25-2022_00-25,,,,,,https://list.am/en/item/17726103,,,,,,
Country House,Stone,78 sq.m.,1,3,2,No Renovation,,Aragatsotn › Aghdzk,"$41,250",USD,"A private house with a plot of 1500 m is for sale, 300 of which is occupied by the yard. It is completely fenced. Summer bathroom, productive trees, pavilion. The house needs interior decoration. Also exchange with an apartment in the city Ashtarak 3-room. Negotiable for real buyers. Price negotiable.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/14036315,,,,,,
House,Stone,250 sq.m.,2,8+,1,Cosmetic Renovation,2000 sq.m.,Aragatsotn › Ashtarak,"$155,000",USD,"It is located in Ashtarak agarak village, a two-storey private house with all communal facilities, with a beautiful garden near the river.Translated from Armenian",Nov-25-2022_00-25,Available,1 spot,,,,https://list.am/en/item/14425693,,,,,,
House,Stone,405 sq.m.,3,7,2,Cosmetic Renovation,1300 sq.m.,Aragatsotn › Karbi,"$93,000",USD,"In Karbi village of Ashtarak region - 1300 sq. M. In the fenced land there are orchards - stone buildings - 10.5 m by 12.5 m, with an attic, excellently insulated inside the whole perimeter (for refrigeration purposes), a three-storey private house with a 3 m high basement, - 6 m by 6 tonrat house, -2 m by 8 on chicken coop, 4 m by 4 by the pool. The area is provided with permanent drinking water and irrigation, with its own three-phase electricity substation - 63 KVA - gas. On the ground floor of a private house: - spacious 6 m by 8.5, dining room, kitchen, toilet, corridors, balcony - 6 m by 3.5 - garage 3.5 by 6. On the second floor - foyer, 4 bedrooms, bathroom-toilet, balcony - 3.5 m by 6. Attic: - 2-bedrooms, mezzanine, chulan - spacious balcony along the whole length of the house - 12.5 m by 3.5, from where you can clearly see Ararat, Aragats, Mount Ara and three churches: - Saghmosavank, Ohanavank - Karbi church:Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17818453,,,,,,
House,Stone,360 sq.m.,2,4,1,Euro Renovation,700 sq.m.,Aragatsotn › Ashtarak,"$75,000",USD,"Urgent house for sale in Ashtarak, capitally renovated, has all the communal facilities, orchard, for details call... NegotiableTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17768652,,,,,,
House,Stone,350 sq.m.,2,5,1,Old Renovation,1400 sq.m.,Aragatsotn › Ohanavan,"$60,000",USD,"Կոդ` D-20585Վաճառվում է 2 հարկանի 5 ճ ավել սենյականոց առանձնատուն Օհանավան Գյուղում։ Առանձնատունը պետական վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ փայտյա։ Առանձնատունն ունի կախովի պատշգամբ, նկուղ, պտղատու այգի մոտ 200 ծառ, դարպաս, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Ohanavan Village. The rooms quantity is 5 (a hall and 4 bedrooms) The house is in the state condition. The entrance door is iron-made, the windows are wooden. The house has a balcony, cellar, fruitful trees, gate and is supplied with constant water.The commission of the Real Estate Agency is 2%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/13218298,,,,,,
Country House,Stone,1111 sq.m.,3,8+,3+,No Renovation,,Aragatsotn › Aparan,"$50,000",USD,Residential house recreation area restaurant hotelTranslated from Armenian,Nov-25-2022_00-25,,,,,,https://list.am/en/item/15191165,,,,,,
House,Stone,196 sq.m.,2,7,1,Major Renovation,4147 sq.m.,Aragatsotn › Ohanavan,"$120,000",USD,"Կոդ՝ D-19227Վաճառվում է 2 հարկանի 7 սենյականոց առանձնատուն Օհանավանում: Առանձնատունը կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ։ Սանհանգույցը՝ առանձին, սալիկապատ։ Ունի քարե ավտոտնակ, այգի, պտղատու ծառեր, ջեռուցման համակարգ, ջուրը՝ գրաֆիկով և գազ:Գործակալության միջնորդավճարը կազմում է 2%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Ohanavan. The rooms' quantity is 7. The house is newly renovated and is stationed on the first line. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate. The bathroom is separate and is tiled. The house has a stone garage, garden, fruitful trees, heating system and is supplied with scheduled water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․",Nov-25-2022_00-25,Available,Not available,,,,https://list.am/en/item/13486707,,,,,,
House,Stone,300 sq.m.,1,3,1,Partial Renovation,300 sq.m.,Aragatsotn › Karbi,"$43,000",USD,"Either for rent or sale. The area is suitable for business. The area has 2 refrigerators, large and small electricity, water, gas and sewer. The area is located in the central part of Karbi village, on the main road. 1 line.The entrance is from the yard, there is a kindergarten, school, Tumoi school nearby. Price negotiable. Also exchange.Translated from Armenian",Nov-25-2022_00-25,Available,Not available,,,,https://list.am/en/item/17406781,,,,,,
