Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Parking,Amenities,Appliances,Window Views,The House Has,Links
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,1,Not available,Major Renovation,"Վռամ Կոստանյան փողոց, Վաղարշապատ","13,000 ֏ daily",AMD,"A 2-room apartment with all its utilities is for daily rent. Located in c. On Baghramyan Street in Etchmiadzin. There are grocery stores, food outlets, beauty salon, pharmacy, etc. Nearby. For more information call.Translated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,No,Included,By Agreement,OUtdoor parking,"TElevision, air conditioner, internet","FRidge, washing machine, iron","YArd view, street view",,https://list.am/en/item/17909535
Panels,No,Not available,5,80 sq.m.,3,1,from 2.8 m,4,Open balcony,Cosmetic Renovation,"1district, Metsamor","100,000 ֏ monthly",AMD,The house is fully furnished.Translated from Armenian,Nov-24-2022_17-51,Available,6.0,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18376095
Stone,No,Not available,5,80 sq.m.,3,1,from 2.75 m,4,Open balcony,Designer Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"A full 3-room apartment is for rent on the 4th floor of a new stone building in Etchmiadzin, Mashtots, near the square. Deposit and commission required.New code 7921Translated from Armenian",Nov-24-2022_17-51,,5.0,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18051236
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,4,Closed balcony,Cosmetic Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS108:K. A 2-room apartment on the 5th/4th floor is for rent on Kirov Street in Etchmiadzin. The apartment is fully renovated, has all utilities, wifi and is provided with all the property and appliances. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,3.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/16783080
Stone,No,Not available,3,75 sq.m.,3,1,from 2.75 m,3,Open balcony,Major Renovation,Armavir › Echmiadzin,"95,000 ֏ monthly",AMD,Կոդ AV012Միջնորդավճար 50%Տրվում է վարձով 3 սենյականոց բնակարանԷջմիածին քաղաքի Վազգեն ԱՀարկ 3Մակերեսը 80 քմԱշոտՏրվում է ամբողջ գույքի տեխնիկայի հետՄանրամասների համար զանգահարել...,Nov-24-2022_17-51,Available,5.0,Yes,Yes,Not included,Without prepayment,,,,YArd view,,https://list.am/en/item/13645201
Stone,No,Not available,5,117 sq.m.,5,1,from 2.5 m,4,Open balcony,Old Renovation,"Vazgen Arajin street, Vagharshapat","120,000 ֏ monthly",AMD,"A very comfortable and bright 5-room apartment is for rent in the center of Etchmiadzin. The apartment has all utilities, shops, school and kindergarten are nearby. The apartment also has an open balcony and a nice building yard, which is suitable for parking a car.Translated from Armenian",Nov-24-2022_17-51,Not available,2.0,Yes,No,Not included,2 months,OUtdoor parking,,,VIew of ararat,PLayground,https://list.am/en/item/18261740
Stone,No,Not available,4,32 sq.m.,2,1,from 2.6 m,4,Closed balcony,Euro Renovation,Armavir › Echmiadzin,"160,000 ֏ monthly",AMD,"From January 8, 2023A 1-room apartment + sleeping area is for rent at the intersection next to Etchmiadzin Square, on the first line. There is all the property of the house and household appliances, air conditioner working in cooling and heating mode, constant hot and cold water, open balcony, etc. Deposit and commission required. Suitable for 2-3 people.Code 7767Translated from Armenian",Nov-24-2022_17-51,Available,3.0,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/12872741
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,3,Open balcony,Major Renovation,Armavir › Echmiadzin,"15,000 ֏ daily",AMD,"AS112:Read the text carefully. Q. A very large 3-room apartment is for rent on Mashtots Street in Etchmiadzin. It has furniture, appliances, dishes, linens, internet. The apartment is located on the 5/3rd floor of Mashtots Street. Attention! All utilities, including internet service, are included in the price.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17689995
Stone,No,Not available,3,47 sq.m.,1,1,from 2.6 m,3,Closed balcony,Partial Renovation,Armavir › Tairov,"120,000 ֏ monthly",AMD,"The apartment is located in Tairov, there is electricity, water, gas. If desired, a garage will be provided for an additional fee.Translated from Armenian",Nov-24-2022_17-51,,2.0,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18220498
Stone,No,Not available,5,78 sq.m.,3,1,from 3 m,1,Closed balcony,Major Renovation,Armavir › Echmiadzin,"450,000 ֏ monthly",AMD,"AS126:K. A 3-room apartment on the 5th/4th floor is for rent on Mashtots Street in Etchmiadzin. The apartment is completely renovated, all utilities, property and equipment are available. The cost is AMD 450,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17945964
Stone,No,Available,5,70 sq.m.,3,1,from 3 m,1,Open balcony,Designer Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"AS116:K. A 3-room apartment on the 5/1st floor is for rent on Baghramyan street in Etchmiadzin. The apartment is renovated in a designer style, there is property, appliances, dishes and beds.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,3.0,Yes,No,By Agreement,1 month,,,,,,https://list.am/en/item/17533640
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,2,Open balcony,Designer Renovation,"Улица Паруйра Севака 1, Гюмри","260,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոց բնակարան Գյումրի քաղաքի 58 թաղամասում։Բնակարանը ապահովված է կոմունալ բոլոր հարմարություններով: Մոտակայքում առկա են անհրաժեշտ բոլոր խանութները:(1-ий этаж) Сдается 2-х комнатная квартира в городе Гюмри на квартал 58Квартира оборудована коммуникациями: Горячая и холодная вода, холодильник, стиральная машина, автономное отопление, возможность подключения высокоскоростного интернета. Все необходимые магазины рядом.Translated from Armenian",Nov-24-2022_17-51,,3.0,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/17913244
Stone,No,Not available,5,100 sq.m.,1,1,from 2.8 m,2,Closed balcony,Euro Renovation,"Պարույր Սևակի փողոց 1, Գյումրի","80,000 ֏ monthly",AMD,"A 1-room apartment is for rent in district 58 of Gyumri city. It is equipped with all utilities. Clean and bright apartment, call for details.Code AN010Translated from Armenian",Nov-24-2022_17-51,Available,2.0,Yes,No,Not included,By Agreement,,"TElevision, internet","FRidge, washing machine, water heater, iron",CIty view,,https://list.am/en/item/18203815
Stone,No,Not available,4,33 sq.m.,1,1,from 2.7 m,3,Open balcony,Euro Renovation,Armavir › Echmiadzin,"12,000 ֏ daily",AMD,"1 bedroom apartment for rent on the 4th floor of Shahumyan St. In Etchmiadzin. Property, appliances, calonca, tile, euro door-window, Iron entrance door, open balcony. Only there is no washing machine. Only 1 day costs 13,000.Available from October 6The monthly payment is 130-150000Code 6619Translated from Armenian",Nov-24-2022_17-51,,,,,,,,,,,,https://list.am/en/item/13651239
Stone,No,Not available,5,68 sq.m.,2,1,from 2.8 m,3,Open balcony,Cosmetic Renovation,"Վռամ Կոստանյան փողոց, Վաղարշապատ","150,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոց բնակարան ք. Էջմիածնում։ Կան բոլոր կոմունալ հարմարությունները, գազ, լույս, տաք-սառը ջուր ։ Վարձով է տրվում գույքի հետ միասին։ Մանրամասների համար զանգահարել։ Сдаётся 2 комнатная Квартира в городе Эчмиадзин (улица Врам Костанян) Квартира обеспечена необходимым имуществом и техникой. По всем вопросам звоните по указанному номеру",Nov-24-2022_17-51,Available,3.0,Yes,No,Not included,By Agreement,OUtdoor parking,"TElevision, internet","FRidge, washing machine, iron","YArd view, street view",,https://list.am/en/item/18117123
Stone,Yes,Not available,5,83 sq.m.,4,1,from 3 m,1,Not available,Major Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"AS122:K. A 4-room apartment on the 5/1 floor is for rent on Mashtots Street in Etchmiadzin. The apartment has property, equipment, heating system, bed, etc. The cost is AMD 300,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,5.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17921079
Stone,No,Not available,5,54 sq.m.,2,1,from 2.7 m,2,Open balcony,Partial Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"AS100Q. A 2-room apartment on the 5th/5th floor is for rent on Khorenatsi street in Etchmiadzin. The apartment is partially renovated, the bathroom is tiled. Property and appliances are available, except for the washing machine. The cost is AMD 100,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17063568
Stone,No,Not available,5,40 sq.m.,1,1,from 3 m,1,Open balcony,Cosmetic Renovation,"Մուշ 2 թաղամաս 10-2Ա, Գյումրի","100,000 ֏ monthly",AMD,"Здается в аренду однакомнатная квартира в квартале Муш. Квартира капитально ремонтированно, есть газ, автономное отопление, просторная кухня с кухонным мебелью, стиральная машина.Translated from Armenian",Nov-24-2022_17-51,,3.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18132858
Stone,No,Not available,5,67 sq.m.,2,1,from 2.8 m,2,Not available,Designer Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS123:An apartment is for rent in the center of Etchmiadzin, with utilities provided. It is available both monthly and long-term. The apartment is located on Mashtots Street and is offered fully furnished. There is heating. System and air conditioner.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,3.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17331465
Stone,No,Not available,5,70 sq.m.,3,1,from 2.8 m,2,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"14,000 ֏ daily",AMD,"AS119:K. A 3-room apartment is for rent in the center of Etchmiadzin on the 5th/2nd floor. The apartment has property, appliances, dishes, bed, a rather large spacious balcony. The apartment is for rent both monthly and daily. Call for all details.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18049565
Monolith,Yes,Not available,2,70 sq.m.,3,1,from 3.5 m,2,Closed balcony,Euro Renovation,"Երկաթգծի փողոց, Արգավանդ","200,000 ֏ monthly",AMD,"Furniture, appliances, Wi-Fi. Gas is possible with a 3-month deposit, it is given for a minimum of 6 months.Translated from Armenian",Nov-27-2022_18-50,Available,8+,Yes,Yes,Not included,By Agreement,GArage,,,,,https://list.am/en/item/18585645
Stone,Yes,Not available,2,45 sq.m.,2,1,from 2.75 m,2,Not available,Designer Renovation,"Erevanyan street, Armavir","200,000 ֏ monthly",AMD,"The apartment is located in a newly constructed building. It has not been inhabited before. It is located in the center of Armavir city, near the bus station, Armavir medical center and the Russian San. In the neighborhood of Часть. There are completely new kitchen and bedding items. It is also given on a daily basis: The minimum number of days is 3 days, the cost of 1 day is AMD 20,000.Translated from Armenian",Nov-27-2022_18-50,Available,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18362322
Stone,Yes,Not available,5,80 sq.m.,3,1,from 2.8 m,4,Open balcony,Cosmetic Renovation,"Մեսրոպ Մաշտոցի փողոց 109, Վաղարշապատ","280,000 ֏ monthly",AMD,"It is a clean apartment, close to the square, with taste and equipment. It has air conditioning, heating system, jacuzziTranslated from Armenian",Nov-27-2022_18-50,Available,5,Yes,Yes,Not included,2 months,,,,,,https://list.am/en/item/18504290
Panels,No,Not available,5,80 sq.m.,3,1,from 3 m,5,Open balcony,Major Renovation,"Patkanyan Street 49, Vagharshapat","250,000 ֏ monthly",AMD,The apartment is for rent with furniture. It will be rented from December 27.Translated from Armenian,Nov-27-2022_18-50,Available,6,Yes,No,Included,1 month,OUtdoor parking,"TElevision, air conditioner, internet","FRidge, stove, microwave, washing machine",,,https://list.am/en/item/18639887
Stone,Yes,Not available,5,85 sq.m.,3,1,from 2.8 m,5,Closed balcony,Cosmetic Renovation,"Baghramyan street, Vagharshapat","140,000 ֏ monthly",AMD,"Дом находится рядом с Эчмиадзинской больницей, есть постоянная горячая и холодная вода, горячий дом, есть все что нужен, крыша отремонтирована.Улица БаграмянаНа хорошим состсянииОчень уютный домВ здании есть стоянка, сад для Детей.Очень близко к автовокзалуЕсть все чтобы комфортно жить. Есть две стиральные машиныWi-fi",Nov-27-2022_18-50,Available,8+,Yes,Yes,By Agreement,By Agreement,,,,,,https://list.am/en/item/18016549
Stone,No,Not available,5,38 sq.m.,1,1,from 2.7 m,5,Not available,Partial Renovation,Armavir › Echmiadzin,"80,000 ֏ monthly",AMD,+ 50% commission1 bedroom apartment for rentAlong with the propertyEtchmiadzin city in Charents districtThe area is 38 square metersFloor 5For more information callTranslated from Armenian,Nov-27-2022_18-50,Available,3,Yes,Yes,Not included,Without prepayment,,,,,,https://list.am/en/item/18205096
Stone,Yes,Not available,2,110 sq.m.,5,2,from 2.6 m,2,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"350,000 ֏ monthly",AMD,Baksi'warming has. Washing machine new. PurchasedTranslated from Armenian,Nov-27-2022_18-50,Available,6,Yes,Negotiable,By Agreement,By Agreement,OUtdoor parking,"TElevision, air conditioner, internet","FRidge, stove, microwave, washing machine, iron, hair dryer","YArd view, street view, city view",,https://list.am/en/item/18625230
Stone,No,Not available,5,65 sq.m.,2,1,from 2.7 m,5,Not available,Partial Renovation,Armavir › Echmiadzin,"90,000 ֏ monthly",AMD,2-room apartment for rentApartment on Charents Street in Etchmiadzin50% commissionUtilitiesWooden parquetTranslated from Armenian,Nov-27-2022_18-50,Not available,4,Yes,Yes,Not included,Without prepayment,,INternet,,"YArd view, street view",,https://list.am/en/item/15542487
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,3,Closed balcony,Euro Renovation,"Улица Вазгена Первого 43А, Вагаршапат","160,000 ֏ monthly",AMD,"A 3-room apartment is for rent in the center of Etchmiadzin, for a long time, it is renovated, for questions, call on WhatsApp or Viber.Translated from Armenian",Nov-27-2022_18-50,Available,4,Yes,No,Not included,By Agreement,,TElevision,"FRidge, stove, washing machine, water heater","YArd view, street view",,https://list.am/en/item/18403617
Stone,No,Not available,5,38 sq.m.,1,1,from 2.8 m,4,Open balcony,Euro Renovation,"Yeghishe Charents Street 7, Vagharshapat","140,000 ֏ monthly",AMD,Транспорт до Еревана (маршрутки и легковушки) - 15 мин ходьбыЯндекс от дома до Еревана (пл. Республики) -  2000-2500 др,Nov-27-2022_18-50,Available,2,Negotiable,No,Not included,2 months,OUtdoor parking,"INternet, parking space","FRidge, stove, washing machine, water heater","YArd view, city view",PLayground,https://list.am/en/item/18614443
Stone,No,Not available,5,75 sq.m.,2,1,from 2.8 m,3,Closed balcony,Euro Renovation,"1district, Metsamor","150,000 ֏ monthly",AMD,"Предлагается двухкомнатная квартира с идеальным ремонтом. Есть вся необходимая техника и мебель. Рядом много магазинов. Чистый подъезд, приличные соседи. Вода, газ и электричество оплачиваются отдельно по счетчикам. Рассмотрим предложения порядочных и платежеспособных.",Nov-27-2022_18-50,Available,2,Negotiable,No,Not included,2 months,,TElevision,"FRidge, stove, washing machine",,,https://list.am/en/item/18637891
Stone,No,Not available,5,100 sq.m.,3,1,from 2.75 m,2,Open balcony,Euro Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"From November 24, 2022A 4-room apartment is for short-term rent on the 3rd floor of a stone building next to the intersection of Etchmiadzin Square. It has a baxi, furniture/appliances, open balconies, chulan, closet-room, 2-part bathroom with a tiled cabin and a large hall. Deposit and commission required.Code 7679Translated from Armenian",Nov-27-2022_18-50,,4,No,No,Not included,2 months,,,,,,https://list.am/en/item/17184014
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,3,Open balcony,Old Renovation,"Sahmanapahner Street 45, Armavir","180,000 ֏ monthly",AMD,"Normal condition, constant water, gas, gas boiler, heating, oil heaters will be providedYou can call that numberWith property and equipmentClose to the bus station there are shops, a school, a kindergarten, a hospital, a polyclinicMinimum 1 year lease with contractTranslated from Armenian",Nov-27-2022_18-50,Available,3,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18412584
Panels,No,Not available,5,74 sq.m.,4,1,from 3 m,4,Multiple balconies,Old Renovation,"Վռամ Կոստանյան փողոց 1, Վաղարշապատ","180,000 ֏ monthly",AMD,The apartment is located in the most central part of Etchmiadzin. Old repair.The apartment will be released after November 20.Translated from Armenian,Nov-27-2022_18-50,,6,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18523342
Stone,No,Not available,5,70 sq.m.,3,1,from 3 m,2,Not available,Euro Renovation,"Մարշալ Բաղրամյան փողոց 29, Արմավիր","160,000 ֏ monthly",AMD,"Տրվում է երկարաժամկետ բնակարան Արմավիր քաղաքի Բաղրամյան փ.Բնակարանը կապիտալ վերանորոգված է, ունի գազ ջուր և բոլոր հարմարությունները բնակվելու համարկահավորված է, տաքացվում է գազի փեջովСдается долгосрочная квартира на ул. Баграмяна, г. Армавир.Квартира полностью отремонтирована, есть газ, горячая вода и все удобства для проживания.Отопление газовой печкойTranslated from Armenian",Nov-27-2022_18-50,Available,4,Yes,Yes,Not included,Without prepayment,,,,,,https://list.am/en/item/18403428
Stone,No,Not available,5,110 sq.m.,4,1,from 2.8 m,1,Multiple balconies,Designer Renovation,"Mesrop Mashtots street, Vagharshapat","250,000 ֏ monthly",AMD,"Վարձով է տրվում 4 սենյականոց բնակարան ք. Էջմիածնի Վռամ Մեսրոպ Մաշտոց փողոցում փողոցում (1-ին հարկ) ։ Բնակարանն ունի բոլոր կոմունալ հարմարաթյունները (BAXI ՝ տաք-սառը ջուր, գազ) ։»Մանրամասների համար զանգահարել։Здаётся в аренду квартира в городе Эчмиадзин (Улица Месооп Маштоца), квартира полностью отремонтирована, 4-х комнатная, этаж 5/1, есть все коммунальные услуги (Baxi Wi-Fi, горячая-холодная вода, отопление, стиральная машина, холодильник, мебель будет установлена во время арендыԿոդ MA134Translated from Armenian",Nov-27-2022_18-50,Available,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18564562
Stone,No,Not available,1,150 sq.m.,3,1,from 2.5 m,1,Not available,Euro Renovation,"Սուրբ Հարություն փողոց, Փարաքար","250,000 ֏ monthly",AMD,"Сдам дом недалеко от Еревана в селе Паракар... Теплая горячая вода, газ, отопление. В доме есть все необходимое` Мебель техника... Стоимость 250000 драм.Телефон` 89086858241 Вадим.Живёть 1 человек, нужен ещё 2.",Nov-27-2022_18-50,Available,8+,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18350232
Panels,No,Available,9,67 sq.m.,2,1,from 3 m,9,Not available,Euro Renovation,"Misak Manushyan street 12, Vagharshapat","15,000 ֏ daily",AMD,"2 սենյականոց բնակարան, Քաղաք Էջմիածնում, 67 ք. Մ. , 9/9 հարկ, ԵվրովերանորոգվածՕրավաձով և երկարաժամկետ 2 սենյականոց բնակարան Քաղաք Էջմիածնում, Զվարթնոցի սկզբի շենքերը, անհնրաժեշտ բոլոր հարմարություններով, 1 օրվա գինը 15.000 դրամ, գինը կարող է տարբեր լինել' կախված նրանից, թե քանի հոգով եք ապրելու և քանի օր2-х комнатная квартира в Эчмиадзине, корпуса в начале Звартноца, со всеми необходимыми удобствами, цена за 1 сутки 15.000 тысяч драм, цена может меняться, в зависимости от того, со сколькими людыми вы будете проживать и сколько дней",Nov-27-2022_18-50,,3,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18432398
Stone,No,Not available,3,40 sq.m.,2,1,from 2.75 m,3,Closed balcony,Old Renovation,Armavir › Norakert,"4,000 ֏ daily",AMD,"The apartment is for rent both long-term and short-term, it is located in the village of Norakert, 15 km from Yerevan, on the way to the village of Merdzavan, the property is provided, there is a large supermarket, a kindergarten near the house, the village is the terminus of the 205 number transport, for the rest of the information, call The apartment will be provided from November 21Translated from Armenian",Nov-27-2022_18-50,Available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18440035
Stone,No,Not available,3,50 sq.m.,2,1,from 2.75 m,3,Open balcony,Euro Renovation,"Արամ Մանուկյան փողոց 5, Մուսալեռ","250,000 ֏ monthly",AMD,"2-room apartment for rent in Musaler. Completely renovated, with all utilities, has an open balconyTranslated from Armenian",Nov-27-2022_18-50,Available,4,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18556136
Stone,Yes,Not available,1,100 sq.m.,3,1,from 2.5 m,1,Open balcony,Major Renovation,"Khachatur Abovyan Street 4th Lane 4, Armavir","120,000 ֏ monthly",AMD,It has been completely renovatedI will also provide an officeTranslated from Armenian,Nov-27-2022_18-50,Available,8+,Negotiable,No,Not included,3 months,OUtdoor parking,"TElevision, parking space","FRidge, stove, microwave, coffee maker, washing machine, water heater","YArd view, street view, park view",INtercom entry,https://list.am/en/item/18602373
Stone,No,Not available,5,18 sq.m.,1,1,from 2.6 m,1,Not available,Euro Renovation,"1district, Metsamor","85,000 ֏ monthly",AMD,"A 1-room apartment is for rent in Metsamor, it is renovated, it has all utilities, what you see is in 1 room.Translated from Armenian",Nov-27-2022_18-50,Available,5,Yes,No,Not included,1 month,OUtdoor parking,AIr conditioner,"FRidge, stove, washing machine",STreet view,,https://list.am/en/item/18635391
Stone,No,Not available,5,60 sq.m.,2,1,from 2.7 m,3,Not available,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"It is located in the immediate vicinity of the unquenchable fire, the newly renovated apartment has the necessary furniture (bedroom, living room, kitchen), heating, gas, the bathroom is completely renovated by the owner of the house.Translated from Armenian",Nov-27-2022_18-50,Available,8+,Yes,Negotiable,Not included,2 months,,,"FRidge, washing machine",,,https://list.am/en/item/18491618
Stone,No,Not available,5,100 sq.m.,3,2,from 2.75 m,5,Not available,Major Renovation,"Mesrop Mashtots street 14, Vagharshapat","150,000 ֏ monthly",AMD,"The apartment is fully renovated, has hot and cold water, gasification. It is sunny.Translated from Armenian",Nov-27-2022_18-50,Available,4,Yes,No,Not included,1 month,OUtdoor parking,,"FRidge, stove, washing machine, water heater","YArd view, street view, city view, park view",PLayground,https://list.am/en/item/18599271
Stone,Yes,Not available,3,81 sq.m.,3,1,from 2.8 m,3,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"100,000 ֏ monthly",AMD,"Code 7863A 3-room apartment is for rent on the 3rd floor of a new 5-story building on Shahumyan Street in Etchmiadzin. There are appliances, a stove, a gas stove, an open balcony, a wardrobe, etc. Commission required.Translated from Armenian",Nov-27-2022_18-50,By agreement,6,Yes,No,Not included,1 month,,,"FRidge, washing machine","YArd view, street view, view of ararat",,https://list.am/en/item/15289511
Stone,No,Not available,4,98 sq.m.,3,1,from 2.5 m,3,Open balcony,Major Renovation,"Vazgen Arajin street 6, Vagharshapat","400,000 ֏ monthly",AMD,"Վարձով է տրվում 3 սենյականոց ընդարձակ բնակարան, հիմնավերանորոգված, մոդերն դիզայնով և կահույքով (լիովին նոր, չօգտագործված, կոմունալ բոլոր հարմարություններով) ։ Բնակարանը գտնվում է Էջմիածին քաղաքի սրտում՝ հրապարակից 5 րոպե հեռավորությամբ (քայլելով) ։ Բնակարանի հարևանությամբ են գտնվում սննդի կետեր, սրճարաններ, մթերային խանութներ (տաշիր պիցա, լոշիկ, բուխարի, ցորեն և այլն), բանջարեղենի և մրգի կետեր, ինչպես նաև հագուստի խանութներ, մի խոսքով ամեն ինչ հարմարավետ և բարեկեցիկ ապրելու համար…Ամսական վարձը 400. 000Դրամ ։ Հնարավոր է նաև օրավարձով՝ 20.000 դրամ (օրերի քանակը մինիմում 15 օր) ։Հարցերի դեպքում զանգահարել վերոնշյալ հեռախոսահամարով:Сдается просторная 3-комнатная квартира с евроремонтом, современным дизайном и мебелью (совершенно новая, неиспользованная, со всеми коммуникациями) Квартира расположена в самом центре Эчмиадзина, в 5 минутах ходьбы от площади (пешком) В непосредственной близости от квартиры находятся продовольственные рынки, кафе, овощные и фруктовые магазины (ташир пицца, лошик, бухари, пшеница, Fruit land и т. Д.), а также магазины одежды, словом, все для комфортной и легкой жизни...Посуточная аренда: 20.000 драм (минимум 15 дней), месячная аренда: 400. 000 драм.В случае возникновения вопросов звоните по номеру телефона:!A spacious 3-room apartment for rent, completely renovated, with modern design and furniture (completely new, unused, with all utilities) The apartment is located in the heart of Etchmiadzin, 5 minutes away from the square (by walking) In the vicinity of the apartment there are food markets, cafes, vegetable and fruit stores (Tashir pizza, loshik, bukhari, wheat, fruit land etc. As well as clothing stores, in short, everything for a comfortable and easy life...Daily rent is also possible: 20,000 AMD (minimum 15 days), monthly rent: 400,000 AMD.In case of questions, call the phone number mentioned! I’m",Nov-27-2022_18-50,,4,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18553023
Stone,No,Not available,4,50 sq.m.,2,1,from 2.6 m,4,Open balcony,Cosmetic Renovation,Armavir › Aragats,"30,000 ֏ monthly",AMD,"An apartment is for rent in Aragatsavan, it is an apartment in a warm stone building, there are some furniture, beds, table, chair, wardrobe, etc. , there is a geyser to provide hot water, there is no gas, 90 km from YerevanTranslated from Armenian",Nov-27-2022_18-51,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18381544
Stone,No,Not available,5,47 sq.m.,1,1,from 2.7 m,2,Closed balcony,Cosmetic Renovation,Armavir › Echmiadzin,"120,000 ֏ monthly",AMD,"A 1-room apartment (with niche) is for rent in the Charents district of Echmiadzin, on the 2nd floor of a 5-story building, the apartment is on the sunny side, it is a stone building.The rent is 120,000Call for detailsHas constant water, electricity, gas.Translated from Armenian",Nov-27-2022_18-51,Available,4,Negotiable,No,Not included,2 months,,,,,,https://list.am/en/item/18040204
Stone,No,Not available,5,71 sq.m.,2,1,from 2.75 m,3,Multiple balconies,Cosmetic Renovation,"Kamo street 4, Vagharshapat","190,000 ֏ monthly",AMD,"Сдаётся двухкомнатная квартира на 3 из 5 этажей в центральной части Эчмиадзина на улице Камо 4. В квартире есть все удобства. Стиральная машина, холодильник, газовая плита, душ с ванной, туалет отдельно, просторная кухня, газ, вода холодная и горячая. Закрытая кладовка, два балкона на две стороны дома. Всё что на фото включено в стоимость.Վարձով է տրվում 2 սենյականոց բնակարան Էջմիածնի կենտրոնական մասում ՝ Կամո 4 հասցեում, 5 հարկից 3-ում։ Բնակարանը ունի բոլոր հարմարությունները։ Լվացքի մեքենա, սառնարան, գազօջախ, ցնցուղ լոգարանով, առանձին զուգարան, ընդարձակ խոհանոց, գազ, սառը և տաք ջուր։ Փակ Մառան, երկու պատշգամբ Տան երկու կողմերում։ Լուսանկարում ամեն ինչ ներառված է գնի մեջ:",Nov-27-2022_18-51,Available,6,Yes,Negotiable,Not included,1 month,OUtdoor parking,,"FRidge, stove, washing machine, water heater, iron",,,https://list.am/en/item/18632807
Panels,No,Not available,5,66 sq.m.,3,1,from 2.7 m,3,Closed balcony,Euro Renovation,Armavir › Metsamor,"200,000 ֏ monthly",AMD,"Сдается 2 + -комнатная квартира в отличном состоянии с необходимой техникой и мебелью.Индивидуальная система отопления, железная дверь, евроокна.Депозит.Для получения дополнительной информации звоните.",Nov-27-2022_18-51,Available,4,Yes,Negotiable,Included,2 months,OUtdoor parking,"TElevision, air conditioner, internet, parking space","FRidge, stove, washing machine, water heater, iron, hair dryer","YArd view, street view, city view, park view",,https://list.am/en/item/18632612
