Type,Floor Area,Address,Price,Currency,Description,Datetime,Prepayment,Utilities,Amenities,Links
Parking Space,20 sq.m.,"Verin Antarayin street, Yerevan","30,000 ֏",AMD,Верин Антараин 123/3,Nov-27-2022_16-29,,,,https://list.am/en/item/18539936
Parking Space,18 sq.m.,"Argishti street, Yerevan","40,000 ֏",AMD,It is located on the minus third floor of Argisht 11/12 building.Translated from Armenian,Nov-27-2022_16-29,,,,https://list.am/en/item/18419733
Garage,70 sq.m.,"Charents street, Yerevan","250,000 ֏",AMD,"Call only Viber/Whatsapp to specified phone numberA garage on Charents street is for rent. It is on the first line, it is suitable for carrying out commercial activities: Car service.Call only Viber/Whatsapp to specified phone numberTranslated from Armenian",Nov-27-2022_16-29,,,,https://list.am/en/item/18487743
Garage,30 sq.m.,"Erebuni street 30, Yerevan","130,000 ֏",AMD,"A garage is for rent for use as a car service place. There is electricity (dangrat), there are all facilities. For more information callTranslated from Armenian",Nov-27-2022_16-29,,,,https://list.am/en/item/18524840
Parking Space,20 sq.m.,"Northern Avenue, Yerevan","55,000 ֏",AMD,Parking for rent on North Avenue with 3 entrances in the Tizziano Cafe buildingIt is monitored 24 hours a day.Translated from Armenian,Nov-27-2022_16-29,,,,https://list.am/en/item/18397517
Parking Space,40 sq.m.,"Amiryan Street 4/6, Yerevan",$100,USD,Парковка в элитном домепо другим вопросам звонить по телефону!Այլ հարցերի դեպքում զանգահարել նշված հեռախոսահամարներով!,Nov-27-2022_16-29,,,,https://list.am/en/item/18384097
Garage,20 sq.m.,"Marshal Baghramyan avenue 41, Yerevan","25,000 ֏",AMD,Clean dry garageTranslated from Armenian,Nov-27-2022_16-29,,,,https://list.am/en/item/18495273
Garage,14 sq.m.,"Totovents street 8, Yerevan","20,000 ֏",AMD,Թոթովենց 8 շենքի դիմաց,Nov-27-2022_16-29,,,,https://list.am/en/item/18450689
Garage,24 sq.m.,"Aram Khachatryan street 21a, Yerevan","30,000 ֏",AMD,"A stone garage is for rent in Arabkir, which can serve as both a parking space and a warehouse.Translated from Armenian",Nov-27-2022_16-29,,,,https://list.am/en/item/18470024
Parking Space,19 sq.m.,"Antarayin Street 160/7, Yerevan","40,000 ֏",AMD,Парковка на ул. Антараин,Nov-27-2022_16-29,,,,https://list.am/en/item/18429097
Garage,50 sq.m.,Yerevan › Kentron,"100,000 ֏",AMD,Arshakunyats strFor more information callTranslated from Armenian,Nov-27-2022_16-29,,,,https://list.am/en/item/18381760
Garage,30 sq.m.,"Viktor Hambartsumyan street, Yerevan","100,000 ֏",AMD,A garage with all utilities is suitable for the desired business.Translated from Armenian,Nov-27-2022_16-29,,,,https://list.am/en/item/18475147
Garage,40 sq.m.,Yerevan › Avan,"100,000 ֏",AMD,A garage is available for rent. It is convenient to park a car (it will fit even two cars) and to use it as a storage room.Translated from Armenian,Nov-27-2022_16-29,,,,https://list.am/en/item/18474681
Garage,17 sq.m.,"Նար-Դոսի փողոց 1, Երևան","45,000 ֏",AMD,Private garageTranslated from Armenian,Nov-27-2022_16-29,,,,https://list.am/en/item/18444883
Garage,18 sq.m.,"Jrvezh 1-st street, Yerevan","20,000 ֏",AMD,"The garage is located at the beginning of the road leading to Jrvezh village, very close to the buildings. The garage is metal. For long-term rent.Translated from Armenian",Nov-27-2022_16-29,,,,https://list.am/en/item/18408680
Parking Space,1600 sq.m.,"Արցախի պողոտա 47/3, Երևան","200,000 ֏",AMD,"Վարձով է տրվում մեծ բեռնատար մեքենաների ավտոկայանատեղի 1600Քմ կարող է ծառայել նաև մարդատարի համար: Շինանյութի բաց պահեստ նմանատիպ գործունեյությունների համար: Ավտո պահեստամասերի օկտագործված: Տարածքում կա 70ք. Մ փակ պահեստ:Մետաղների ընդուման կետ.Վարձակալության է տրվում Բեռնատարների շատ մեծ ավտոկայանատեղի Տեցի կռուգից 3 կ. Մ հեռավորությամբ Հայկոփ բազայի մոտակայքում Արին բերդի փողոցում կարող է կայանել ցանկացած քանակի մեծությանըոխնիկաներ և մեքենաներ: Կայանատեղի:Сдается очень большая стоянка для грузовых автомобилей, в 3 км от круга Тетси, рядом с базой Айкоп, на улице Арин Берди, можно парковать любого размера. Автостоянка.A very large parking lot for trucks is for rent, 3 km from Tetsi krug, near the Haykop base, on Arin Berdi street, it can be parked in any size. Parking lot.Translated from Armenian",Nov-27-2022_16-29,,,,https://list.am/en/item/17814182
Garage,14 sq.m.,"Zoravar Andranik street, Yerevan","20,000 ֏",AMD,Garage for rent.Located in A3 district.In the courtyard of the building behind the Elite restaurant.The garage can also serve as a storage room.It is in dry and clean condition.Translated from Armenian,Nov-27-2022_16-29,,,,https://list.am/en/item/18399461
Parking Space,18 sq.m.,"Nikoghayos Adonts street 6, Yerevan","20,000 ֏",AMD,Parking lot of Nikohayos Adonts 6 building. It is located 35-40 meters from the parking lot entrance. Parking:Translated from Armenian,Nov-27-2022_16-29,,,,https://list.am/en/item/18389748
Garage,60 sq.m.,"Totovents street, Yerevan","$12,000",USD,A garage for 2 cars on the 2nd floor is for sale. The price is negotiable.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/16634590
Garage,30 sq.m.,"Komitas Avenue, Yerevan","$29,000",USD,"URGENT Garage for sale in the yard of Komitas 36 building (first line) Garage and Land Have a PROPERTY CERTIFICATE. The garage is made of stone, galvanized sheet, with a solid roof. The garage has a separate water supply with its own meter, separate drainage, electricity with its own meter. The garage doors are heat-insulated (with galvanized two-layer sheet)As the land is private and Certificate is indicated - Purpose: Residential and Operational Significance: Residential Development, with the permission, it is possible to add and one floor and to use as office space.Translated from Armenian",Dec-12-2022_18-39,,"Electricity, water, heating",,https://list.am/en/item/15858290
Parking Space,17 sq.m.,"Արամ Խաչատրյան փողոց 3, Երևան","$21,000",USD,"# 56. Very urgent, negotiable.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18681766
Garage,60 sq.m.,"Կուրղինյան փողոցի նրբանցք, Երևան","$17,500",USD,"NUMBERED. 3009Very solid iron-concrete garage of 51 square meters and another 9 square meters with a fence at the back (the building is owned, with a cadastre certificate, and the land is for rent, a contract has been signed with the district administration) Property tax and land lease fee until January 1, 2022 is zero: In the garage there is a concrete wall (a large one)Wire shelving is built inside the length of the right wall.There is about 100 square meters of paved area in front.There is a large two-story house built directly over the garage.I am the sole and exclusive owner.NEGOTIABLE.Call Martin.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18050381
Garage,23 sq.m.,"Davidashen 1-st block 39, Yerevan","$11,000",USD,"A stone garage is for sale URGENTLY, the garage and the land are privatized 23 square meters, the garage is very dry and has no moistureLength 580 cmWidth 400 cmTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18511991
Parking Space,16 sq.m.,"Leningradyan street 23/11, Yerevan","$10,500",USD,"Վաճառվում է ավտոկայանատեղի Լենիգրադրան 23/11 փողոցում։Մակերեսը 16.1մ2.Մուտքը կայանատեղի հեռախոսի միջոցով։Գինը սակարգելի։Նույն համարով ViberПродаётся подземная парковка внизу жилого дома, на улице Ленинградян 23/11Площадь 16.1м2Вход в парковку осуществляется с помощью телефона.Торг есть!По тому же номеру ViberДо Центра и Площади Республики 15 минут",Dec-12-2022_18-39,,,,https://list.am/en/item/18172347
Parking Space,20 sq.m.,"Ամիրյան փողոց 20, Երևան","$10,000",USD,Urgent emergency vehicle for sale or rent in TVV Garage garage in good condition Also available for rent Suitable for storageTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17463891
Garage,21 sq.m.,"Ezras Hasratian street, Yerevan","$8,500",USD,"For sale or exchange for a car, a stone garage near the Mikayelyan Hospital. Power off. Polka gathered inside. Plastered. It is possible to build 2 floors rising from the back, the area is an indefinite lease, the building is property. With legal papersTranslated from Armenian",Dec-12-2022_18-39,,Electricity,,https://list.am/en/item/17482797
Garage,120 sq.m.,"Margarian 1-st lane, Yerevan",$300,USD,"For rent with all utilities, the picture has nothing to do with the area, /toilet/ two-story space that can be used as a storage for any product, there is a second floor, write.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18045995
Garage,36 sq.m.,"Davtashen 1st Block 1, Yerevan","$10,000",USD,"A private 2-story garage is for sale, each floor is 18 square meters, in the vicinity of Levon Lamara Pharmacy, near the Levon Lamara Pharmacy, near the 57 and 13 transport stops, each floor is 18 square meters, it is possible to use not only the garage for other business activities, it has a gas station, etc. Yamka Hawaii Study Idles do not call.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18029861
Garage,43 sq.m.,"Kievyan street 5/4, Yerevan","$38,000",USD,"Two-story concrete garage with a total area of 43 square meters. The interior area is 33 square meters. It has water, electricity. There is a barbecue on the second floor. It has 4 productive grape trees. It is located at a distance of 700 meters from Berekamutun metro station. 300 meters from the bridge. For more information call.The garage is our own. We are not brokers.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17999153
Garage,22 sq.m.,Yerevan › Kentron,"800,000 ֏",AMD,Metal garage. Located in Charbakh. In very good condition. Selling to move. Very largeTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18278780
Garage,21 sq.m.,"Յոհաննես Լեփսիուսի փողոց 16, Երևան","$4,300",USD,Stone garage for sale. The inside is closed with foam. Located on the main road.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/16412665
Garage,15 sq.m.,"Gyulikekhvyan street 35, Yerevan","$10,000",USD,Garage for sale in 4 MASIV GYULI KEKHVYAN 35 building near Yamaa negotiableTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/12643842
Garage,40 sq.m.,"Ծովակալ Իսակովի պողոտա 42/1, Երևան","$10,000",USD,The garage is located at the back of 42/1 building.He has a ownership certificate.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/16883804
Garage,32 sq.m.,"Ծովակալ Իսակովի պողոտա 42/1, Երևան","$8,000",USD,The garage is located at the back of Isakov 42/1 buildingHas a certificate of ownershipThere is yama.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/16883851
Garage,24 sq.m.,"Erebuni street 21, Yerevan","5,000,000 ֏",AMD,Certificate of ownershipcompletely legal garageTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/15947038
Garage,24 sq.m.,"Quchak block, Yerevan","$6,190",USD,"Located in Kuchak district of Avan, it is a very solid stone garagethe roof has just been repairedAvan garageGarage:Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18280389
Garage,17 sq.m.,"Chekhov street, Yerevan","$5,000",USD,Garage for sale in lot 3. Not privatized. Call for details.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18646419
Garage,21 sq.m.,"Totovents street, Yerevan","$7,500",USD,"Whose garage is the 2nd lot?On Totoventsi streetIron garageIt is in very good conditionAlso:A garage is for rent at 28 Tigran Grand Street, the price is AMD 80,000, the pictures shown are his own pictures.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/15167294
Garage,22 sq.m.,"Լիսինյանի փողոց 14, Երևան","6,000,000 ֏",AMD,"Garage with concrete roof. Upravlen, stationTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17062637
Garage,28 sq.m.,Yerevan › Nor Nork,"$1,000",USD,"I am selling an iron garage, it is in good condition, 7 meters long, 4 meters wide, transportation to Yerevan by me at my priceTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17495077
Garage,18 sq.m.,"Պետրոս Դուրյանի փողոց 34/7, Երևան","$8,000",USD,The garage is located in front of building 34 of Duryan district.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17514446
Garage,21 sq.m.,"Улица Ахпюра Сероба 11, Ереван","$12,000",USD,Продаю гараж.Гараж приватизирован.Есть яма.Торг возможен,Dec-12-2022_18-39,,,,https://list.am/en/item/17098145
Parking Space,11 sq.m.,"Կոմիտասի պողոտա, Երևան","4,500,000 ֏",AMD,"Two underground parking lots are for sale at Komitas 32/8. For detailed information, call the indicated phone number.Translated from Armenian",Dec-12-2022_18-39,,,"Automatic gates, 24/7 security",https://list.am/en/item/18646428
Garage,20 sq.m.,"Zoravar Andranik street 152, Yerevan","$6,000",USD,"Stone garage, HAT, Andranik str. , B1 district, next to Kayser supermarket.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/15760783
Parking Space,18 sq.m.,"Nikoghayos Adonts street, Yerevan","$20,000",USD,"A parking lot is for sale in Eraz residential districtOn the -1st floor of the newly built Adontsi 6/2 buildingPlanned for 1 car: 18 square metersAccess from the central entranceSelling price: $20,000Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18712094
Garage,18 sq.m.,Yerevan › Avan,"5,200,000 ֏",AMD,"The garage has yama, electricity, water.Address: Avan, next to Daniel Varuzhan 5 buildingTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18272945
Garage,35 sq.m.,"Minas Avetisyan 2nd street 11, Yerevan","$12,000",USD,"Garage for sale, 35.2 square meters. The roof has been repaired, it does not leak water, there is slate from the roof. The area around the roof is fenced. It has the possibility of water inside. 2 cars fit comfortably. For more information call.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18374186
Garage,30 sq.m.,"Frunze street, Yerevan","1,100,000 ֏",AMD,"A garage is for sale, it is fenced, it is located in the yard of Frunze 4/2 bakery near Kino Hayrenik.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17986245
Garage,25 sq.m.,"Tumanyan street, Yerevan","$36,000",USD,"Garage on Tumanyan street, 25 metalTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18495114
Garage,26 sq.m.,"Atoyan street passing 5, Yerevan","$12,000",USD,"The height is 2.6m, it is located in Atoyan passage, in front of building 5.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18130982
Garage,21 sq.m.,"Հրաչյա Քոչարի փողոց 16/6, Երևան","$16,000",USD,Stone garage in the Kochar-Vagharsyan section. NegotiableTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18335016
Garage,12 sq.m.,Yerevan › Arabkir,"$1,500",USD,Pumpkin is suitable for making a mobile shopTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17327269
Garage,20 sq.m.,Yerevan › Kentron,"$12,250",USD,"Продается подземный гараж в самом центре города по адресу: Ул. Налбандяна 50 (Площадь Сахарова) во дворе многоэтажного дома. Сухой, не протекает. Есть вытяжка. Второй гараж справа. Документы полностью готовы к продаже. Звонить только реальным покупателям!Цена обсуждаема.",Dec-12-2022_18-39,,,,https://list.am/en/item/18665512
Garage,32 sq.m.,"Margaryan Street 20/1, Yerevan","$13,800",USD,"The garage is located at Margaryan 20/1. The garage is designed for 2 cars, the total area is 32 square meters. The price is negotiable.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18358119
Garage,36 sq.m.,"Улица Согомона Таронца 30, Ереван","$11,800",USD,"For sale is a stone garage measuring 4 x 9 m, suitable for two cars.It has a hatch, a trencher, electricity.It is located next to Kindergarten No. 139 of Inner Shengavit. In the 1st lane of Tarontsi Street.It also has an entrance from Soghomon Tarontsi street, it is close to the Shengavit metro.He has an indefinite contract with the condominium, but he does not have a certificate of ownership.The price is negotiable.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18039390
Parking Space,18 sq.m.,"Nikoghayos Adonts street, Yerevan","5,000,000 ֏",AMD,Parking space for sale in Adonts 6/2 buildingfor one carcall for detailsTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18628224
Garage,12 sq.m.,"Agatangeghos Street, Yerevan","$10,000",USD,Underground garage in front of Khorenatsi street gold market in the yard of Agatangeso 252 building. The garage is waterproof. PrivatizedTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17352944
Garage,50 sq.m.,"Սվաճյան փողոց 40/3, Երևան","$40,000",USD,Building / car repair point / to carry out different types of activities. It is also possible to rentTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/15849483
Garage,,"Komitas Avenue 24/1, Yerevan","$5,000",USD,"Շտապ, վաճառվում է երկաթյա ավտոտնակ, նաև տրվում է վարձով, 11֊պոլիկլինիկայի հարևանությամբ, Սեփականաշնորված է։",Dec-12-2022_18-39,,,,https://list.am/en/item/14832471
Garage,18 sq.m.,"Avet Avetisyan Street, Yerevan","$8,000",USD,"Garage for sale on Avet Avetisyan street, privatized 18 square meters. , 74 is located below the buildingTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18592988
Garage,27 sq.m.,"Lvovyan street 21, Yerevan","$6,000",USD,"Stone garage in Nork 1 block, in the yard of 21 Lvovyan. The doors are iron, with built-in iron cabinets. The roof does not drip. If you have any questions, callTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17729826
Garage,24 sq.m.,Yerevan › Davitashen,"$15,000",USD,"The garage is 24 square meters, it has a basement. For sale in the same building with the apartment. Davtashen 1 district 37 building.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17767449
Garage,20 sq.m.,"Zoravar Andranik street, Yerevan","$6,000",USD,"Garage on Zoravar Andranik Street in Malatya SebastiaGarage on Zoravar Andranik street in Malatia Sebastia, 20 c. M:For rentTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17500692
Garage,18 sq.m.,Yerevan › Nor Nork,"$10,000",USD,"Nor Nork, Baghian street.The garage is provided with all the conditions of car service. The roof is made of isogum.Code 1200066Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17612197
Garage,18 sq.m.,"Avanesov street, Yerevan","$5,500",USD,"The garage is metal, it has niches, it is located in the yard on Avanesov street, it has a ownership certificate, the price is negotiable.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16401914
Garage,20 sq.m.,"Մոլդովական փողոց 13, Երևան","$8,000",USD,"A garage is for sale in the 2nd block of Nor Nork (2 lots), on Moldovakan street. It is privatized.With a newly asphalted roof. It is part of a two-story garage complex.The two walls and the roof are paneled, it is a very solid building, they are the main walls of the complex. The dividing wall with the neighbor is plastered with thick cement.There are additional PERSPECTIVE and PRESENT benefits that are missing from all other garages in the complex. About them on the spot.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18572167
Garage,20 sq.m.,"Tigran Mets Avenue, Yerevan","$11,000",USD,"A metal garage for sale, newly renovated, for a monthly rent of 30,000 AMD. The garage is located at the back of Vahan Teryan schoolTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17274574
Garage,18 sq.m.,"Davtashen 1st Street 20, Yerevan","$9,000",USD,Гараж в отличном состояний! Все документы впорядке! По вопросам звоните! Гараж рядом с 20 домом!,Dec-12-2022_18-39,,,,https://list.am/en/item/18456582
Parking Space,20 sq.m.,"Mamikonyants street, Yerevan","$18,000",USD,"In the newly built building at 38/3 Mamikonyants. There is a certificate of ownership, the agency fee is 1000 USD. Call for details...Translated from Armenian",Dec-12-2022_18-39,,Electricity,Video surveillance,https://list.am/en/item/18679211
Garage,36 sq.m.,"Bashinjaghyan street, Yerevan","$12,000",USD,"The garage is renovated, has a concrete roof. The front of the garage is paved.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18110378
Garage,27 sq.m.,"Նորաշեն թաղամաս 17, Երևան","$6,000",USD,The garage is located in the yard of the building.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18113328
Parking Space,18 sq.m.,"Nikoghayos Adonts street, Yerevan","$12,500",USD,"Urgently, a parking lot is for sale at Adontsi 6, Eraz residential area, it has a certificate of ownership.The area is 18 square metersNumber: 214Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18405367
Garage,24 sq.m.,"Vilnyus street 93, Yerevan","$5,000",USD,"In front of 21 buildings, right next to the entrance. 9 blocks in front of 21 buildings, currently for rent, but NOT for rent.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/13613886
Garage,43 sq.m.,"Sisvan street 35, Yerevan","$36,000",USD,The garage is located in Kilikia district. The total area is 43 square meters.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17410772
Garage,23 sq.m.,"Atoyan street passing 9, Yerevan","$8,000",USD,The garage is ownedTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17461382
Parking Space,18 sq.m.,"Նիկողայոս Ադոնց փողոց , Երևան","$18,000",USD,"A parking lot is for sale in Eraz district, at Adonts 6/2, near the 2nd entrance, in a very convenient location.Stayanka, laguling, lagulovka, garage, parking lot.Translated from Armenian",Dec-12-2022_18-39,,,"Video surveillance, 24/7 security",https://list.am/en/item/16741548
Garage,32 sq.m.,"Leningradyan street, Yerevan","$10,000",USD,"The garage is located at the back of the Maxim supermarket. It is in very good condition, with iron gates. Suitable for those living in the area, price is negotiableTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18127665
Garage,20 sq.m.,"Artsakh avenue 18a, Yerevan","$16,000",USD,"Stone garage for sale, has ownership certificateTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18568065
Garage,18 sq.m.,"Աշոտ Հովհաննիսյանի փողոց 18, Երևան","$9,000",USD,Garage for sale. Through Yama. In the 4th part.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18480781
Garage,19 sq.m.,"Parpetsi Street, Yerevan","$25,000",USD,"Garage, privatized.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17270054
Garage,56 sq.m.,Yerevan › Arabkir,"$40,000",USD,"A car wash point is for sale, it has a 3 ton yard, a gate with an automatic remote control, the roof is made of steel.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/14002252
Garage,25 sq.m.,"Tumanyan street 35, Yerevan","$25,000",USD,"Garage in the courtyard of the Zoravar church, a central garage in the yard of privatized Tumanyan 35aTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18490629
Parking Space,20 sq.m.,"Verin Antarayin street 131, Yerevan","8,500,000 ֏",AMD,"""parking"" for sale at 131 Verin Antarai street - 2 floors.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18366305
Parking Space,47 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","$28,000",USD,For sale: 47m2 parking - on the 1st floorTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18335091
Garage,236 sq.m.,"Աշտարակի խճուղի, Երևան","$82,000",USD,"Boxer land for auto repair, 236 m2. K. The building is 140m.There are 5 tons in the building. Dangrat, yama, three-phase current, water, bathroom. It is located 80 meters down Ashtarak highway, towards ASA and Ot Martina factories. The price is $65,000Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18155028
Garage,24 sq.m.,"Vardanants Street 28, Yerevan","$15,000",USD,"Metal garage for sale, 24 square meters. M. , privatized (documents available), price 13,000 USD.It is also rented for AMD 50,000 per monthTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/14587417
Garage,18 sq.m.,"Manandyan Street, Yerevan","$6,500",USD,A garage is for sale on Manandyan streetTranslated from Armenian,Dec-12-2022_18-39,,Electricity,,https://list.am/en/item/18591444
Garage,19 sq.m.,"Parpetsi Street, Yerevan","$26,000",USD,"An underground garage for sale in a small center in the Saryan-Tumanyan-Parpetsi-Pushkin section,Ս ․ Near the mighty church.There is a privatization certificate. There is a need for partial repair of the gate and the roof, I will reduce the price by $ 1000.Please call only real buyersTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16793177
Garage,20 sq.m.,Yerevan › Malatia-Sebastia,"$20,000",USD,Privatized garage for sale on Zoravar Andranik str.Has a basement (yamka)Suitable for any activityTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17484457
Garage,18 sq.m.,"Moldovakan street, Yerevan","$9,000",USD,Улица Молдовакан рядом с 13 и 14 домами,Dec-12-2022_18-39,,,,https://list.am/en/item/18042332
Garage,20 sq.m.,"Komitas Avenue, Yerevan","$8,000",USD,"Stone garage for sale, also for rentTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17792296
Garage,40 sq.m.,"Totovents street, Yerevan","$16,000",USD,Продается каменный гараж 40кв. М. Имеется свет и вода. Крыша капитально отремантированна2 норский массив имеет свидетельство и кадастровый номер,Dec-12-2022_18-39,,"Electricity, water",,https://list.am/en/item/17951116
Garage,36 sq.m.,"Garegin Nzhdeh Street, Yerevan","$11,000",USD,Garage in Garegin Nzhdeh ShengavitTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17870254
Parking Space,19 sq.m.,"Ավետիս Ահարոնյան փողոց 1/8, Երևան","8,500,000 ֏",AMD,A parking space is for sale (corner location) in a newly built building in the Aharonyan 1/8 building on the P1 floor.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18278781
Garage,36 sq.m.,Yerevan › Arabkir,"$30,000",USD,"In the courtyard of building 11 Kyiv, a stone garage. It has permanent water, you can park 2 cars. It has a certificate of ownership.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18693632
Garage,18 sq.m.,"Lepsius street, Yerevan","$2,800",USD,"There is no water from the roof, it has a roof, all the papers are available.Location - 40.209212, 44.550085Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18477134
Garage,18 sq.m.,Yerevan › Kentron,"$50,000",USD,Garage for sale near Freedom Square (Opera) Address: 42 Mashtots Ave. Located near KFC.Certificate of ownership is available.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17741500
Garage,25 sq.m.,"Մարտիրոս Սարյանի փողոց, Երևան","$30,000",USD,Garage for sale in Yerevan. Address: 66 Mayisyan - 24 Saryan neighborhood.Please call after 17:00.It can be used as a public commercial space.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/16750884
Garage,18 sq.m.,"Ավան-Առինջի 1-ին միկրոշրջան 2/13, Երևան","$4,700",USD,"Urgent / For sale cheaper than the market, a stone, newly renovated, clean, dry garage in the beginning of Avan Arinj district, near buildings 4/2, 2/12, 2/13, 3/11.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16119830
Parking Space,16 sq.m.,"Արամ Խաչատրյան փողոց 3, Երևան","$28,000",USD,"On the 1st floor, right next to the elevator. Number is 40.Translated from Armenian",Dec-12-2022_18-39,,,"Automatic gates, 24/7 security",https://list.am/en/item/18603472
Garage,32 sq.m.,"Moldovakan street 36, Yerevan","$8,200",USD,"Stone garage with monolithic roof, newly changed roof, new gates. The inside is renovated ալ tiled.# Garage#GarageMassive # 2# Area:Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/15910673
Garage,20 sq.m.,"Улица Ехбайрутян 24, Ереван","$9,000",USD,Гараж в хорошем месте,Dec-12-2022_18-39,,,,https://list.am/en/item/16656058
Parking Space,25 sq.m.,"Byuzand Street, Yerevan","$32,000",USD,Parking for 1 car under the Buzand 17 buildingTranslated from Armenian,Dec-12-2022_18-39,,Electricity,"Video surveillance, 24/7 security",https://list.am/en/item/18664961
Garage,20 sq.m.,"Hovhannes Shiraz street, Yerevan","$9,200",USD,"The garage is made of stone, has electricityTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18132840
Garage,30 sq.m.,"Улица Захария Саркавага 145, Ереван","$12,000",USD,Stone garage in the courtyard of the 145 building of Sarkavag. Maybe he's for rentTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18581192
Parking Space,17 sq.m.,"Արամի փողոցի նրբանցք 5Ա, Երևան","$30,000",USD,Garage privatized.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17839975
